Brand,Vehicle,Vehicle Type,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
RAM,RAM 1500,PICKUP TRUCK - STANDARD,5.7,8,X,15.7,11,13.6,21,319
RAM,RAM 1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,D,11.8,8.6,10.4,27,278
RAM,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,X,14.5,10.2,12.6,22,294
RAM,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,E,20.7,14.7,18,16,300
RAM,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,X,17.5,12.7,15.4,18,361
RAM,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,X,16.1,11.5,14,20,328
RAM,RAM 1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,D,12.3,8.8,10.8,26,289
RAM,RAM PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,X,11.2,8.3,9.9,29,232
ROLLS-ROYCE,ROLLS-ROYCE DAWN,COMPACT,6.6,12,Z,20,12.6,16.7,17,390
ROLLS-ROYCE,ROLLS-ROYCE GHOST,FULL-SIZE,6.6,12,Z,20,12.6,16.7,17,390
ROLLS-ROYCE,ROLLS-ROYCE GHOST EWB,FULL-SIZE,6.6,12,Z,20,12.6,16.7,17,390
ROLLS-ROYCE,ROLLS-ROYCE PHANTOM,FULL-SIZE,6.7,12,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,ROLLS-ROYCE PHANTOM EWB,FULL-SIZE,6.7,12,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,ROLLS-ROYCE PHANTOM COUPE,COMPACT,6.7,12,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,ROLLS-ROYCE PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,Z,20.6,12.8,17.1,17,401
ROLLS-ROYCE,ROLLS-ROYCE WRAITH,MID-SIZE,6.6,12,Z,19,12.5,16.1,18,375
SMART,SMART FORTWO CABRIOLET,TWO-SEATER,0.9,3,Z,7,6.3,6.7,42,152
SUBARU,SUBARU BRZ,MINICOMPACT,2,4,Z,9.7,7.2,8.6,33,200
SUBARU,SUBARU BRZ,MINICOMPACT,2,4,Z,11.1,8,9.7,29,228
SUBARU,SUBARU CROSSTREK AWD,SUV - SMALL,2,4,X,9.1,7.2,8.2,34,193
SUBARU,SUBARU CROSSTREK AWD,SUV - SMALL,2,4,X,10.3,7.8,9.2,31,216
SUBARU,SUBARU FORESTER AWD,SUV - SMALL,2,4,Z,10.2,8.6,9.5,30,223
SUBARU,SUBARU FORESTER AWD,SUV - SMALL,2.5,4,X,9.2,7.4,8.4,34,196
SUBARU,SUBARU FORESTER AWD,SUV - SMALL,2.5,4,X,10.9,8.3,9.7,29,228
SUBARU,SUBARU IMPREZA 4-DOOR AWD,MID-SIZE,2,4,X,8.3,6.4,7.5,38,174
SUBARU,SUBARU IMPREZA 4-DOOR AWD,MID-SIZE,2,4,X,10,7.5,8.9,32,208
SUBARU,SUBARU IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,X,8.4,6.5,7.5,38,176
SUBARU,SUBARU IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,X,10.1,7.7,9,31,211
SUBARU,SUBARU LEGACY AWD,MID-SIZE,2.5,4,X,9.3,7,8.3,34,194
SUBARU,SUBARU LEGACY AWD,MID-SIZE,2.5,4,X,10.7,7.9,9.5,30,222
SUBARU,SUBARU LEGACY AWD,MID-SIZE,3.6,6,X,11.9,8.3,10.3,27,241
SUBARU,SUBARU OUTBACK AWD,SUV - SMALL,2.5,4,X,9.4,7.3,8.4,34,198
SUBARU,SUBARU OUTBACK AWD,SUV - SMALL,2.5,4,X,11,8.3,9.8,29,229
SUBARU,SUBARU OUTBACK AWD,SUV - SMALL,3.6,6,X,12,8.7,10.5,27,247
SUBARU,SUBARU WRX AWD,COMPACT,2,4,Z,12.5,9.6,11.2,25,255
SUBARU,SUBARU WRX AWD,COMPACT,2,4,Z,11.3,8.5,10,28,235
SUBARU,SUBARU WRX AWD,COMPACT,2.5,4,Z,13.8,10.2,12.2,23,285
TOYOTA,TOYOTA 4RUNNER 4WD,SUV - STANDARD,4,6,X,14.3,12,13.3,21,310
TOYOTA,TOYOTA 4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,X,14.3,12,13.3,21,310
TOYOTA,TOYOTA 86,MINICOMPACT,2,4,Z,9.9,7.3,8.7,32,204
TOYOTA,TOYOTA 86,MINICOMPACT,2,4,Z,11.3,8.3,9.9,29,232
TOYOTA,TOYOTA AVALON,MID-SIZE,3.5,6,X,11.4,7.7,9.7,29,226
TOYOTA,TOYOTA CAMRY,MID-SIZE,2.5,4,X,9.8,7.1,8.6,33,199
TOYOTA,TOYOTA CAMRY,MID-SIZE,3.5,6,X,11,7.8,9.6,29,224
TOYOTA,TOYOTA CAMRY HYBRID LE,MID-SIZE,2.5,4,X,5.6,6.2,5.9,48,137
TOYOTA,TOYOTA CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,X,5.8,6.3,6,47,141
TOYOTA,TOYOTA COROLLA,MID-SIZE,1.8,4,X,8.3,6.5,7.5,38,174
TOYOTA,TOYOTA COROLLA,MID-SIZE,1.8,4,X,8.3,6.7,7.5,38,178
TOYOTA,TOYOTA COROLLA,MID-SIZE,1.8,4,X,8.4,6.5,7.5,38,176
TOYOTA,TOYOTA COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,X,7.8,5.9,6.9,41,163
TOYOTA,TOYOTA COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,X,8,6.3,7.2,39,168
TOYOTA,TOYOTA COROLLA iM,MID-SIZE,1.8,4,X,8.3,6.5,7.5,38,176
TOYOTA,TOYOTA COROLLA iM,MID-SIZE,1.8,4,X,8.8,6.8,7.9,36,185
TOYOTA,TOYOTA HIGHLANDER,SUV - SMALL,3.5,6,X,11.8,8.7,10.3,27,243
TOYOTA,TOYOTA HIGHLANDER AWD,SUV - STANDARD,3.5,6,X,12.1,9,10.6,27,251
TOYOTA,TOYOTA HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,X,12,8.9,10.6,27,247
TOYOTA,TOYOTA HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,X,11.7,8.8,10.4,27,242
TOYOTA,TOYOTA HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,X,8.1,8.5,8.3,34,193
TOYOTA,TOYOTA PRIUS,MID-SIZE,1.8,4,X,4.4,4.6,4.5,63,105
TOYOTA,TOYOTA PRIUS c,COMPACT,1.5,4,X,4.9,5.5,5.1,55,120
TOYOTA,TOYOTA PRIUS v,STATION WAGON - MID-SIZE,1.8,4,X,5.5,6,5.8,49,135
TOYOTA,TOYOTA RAV4,SUV - SMALL,2.5,4,X,10.3,8,9.2,31,217
TOYOTA,TOYOTA RAV4 LE/XLE,SUV - SMALL,2.5,4,X,10,7.8,9,31,210
TOYOTA,TOYOTA RAV4 AWD,SUV - SMALL,2.5,4,X,10.5,8.3,9.5,30,222
TOYOTA,TOYOTA RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,X,10.7,8.4,9.7,29,226
TOYOTA,TOYOTA RAV4 HYBRID AWD,SUV - SMALL,2.5,4,X,6.9,7.8,7.3,39,170
TOYOTA,TOYOTA SEQUOIA 4WD,SUV - STANDARD,5.7,8,X,18.7,13.8,16.5,17,380
TOYOTA,TOYOTA SIENNA,MINIVAN,3.5,6,X,12.5,8.9,10.9,26,255
TOYOTA,TOYOTA SIENNA AWD,MINIVAN,3.5,6,X,13.4,9.6,11.7,24,274
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,2.7,4,X,12.1,10.1,11.2,25,263
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,3.5,6,X,12.6,10,11.4,25,268
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,X,12.7,10.6,11.7,24,274
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,X,12.4,11.4,11.9,24,279
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,X,13.2,10.7,12,24,283
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,X,13.8,11.6,12.8,22,301
TOYOTA,TOYOTA TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,X,13.8,11.7,12.9,22,300
TOYOTA,TOYOTA TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,X,15.8,12.3,14.2,20,334
TOYOTA,TOYOTA TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,X,17.2,12.9,15.3,18,358
TOYOTA,TOYOTA TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,X,16.8,12.6,14.9,19,349
TOYOTA,TOYOTA TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,X,18.1,13.9,16.2,17,378
TOYOTA,TOYOTA YARIS,COMPACT,1.5,4,X,7.3,5.8,6.6,43,155
TOYOTA,TOYOTA YARIS (SIL),COMPACT,1.5,4,X,7.8,6,6.8,42,164
TOYOTA,TOYOTA YARIS HATCHBACK,COMPACT,1.5,4,X,7.9,6.8,7.4,38,173
TOYOTA,TOYOTA YARIS HATCHBACK,COMPACT,1.5,4,X,7.8,6.5,7.2,39,168
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,1.8,4,X,9.7,7.2,8.5,33,199
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,1.8,4,X,9.5,7.1,8.4,34,198
VOLKSWAGEN,VOLKSWAGEN BEETLE DUNE,COMPACT,1.8,4,X,9.6,7.5,8.6,33,201
VOLKSWAGEN,VOLKSWAGEN BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,X,9.7,7.2,8.5,33,199
VOLKSWAGEN,VOLKSWAGEN CC 4MOTION,COMPACT,3.6,6,X,13.9,9.3,11.8,24,277
VOLKSWAGEN,VOLKSWAGEN GOLF,COMPACT,1.8,4,X,9.4,6.7,8.2,34,192
VOLKSWAGEN,VOLKSWAGEN GOLF,COMPACT,1.8,4,X,9.3,6.6,8.1,35,190
VOLKSWAGEN,VOLKSWAGEN GOLF GTI,COMPACT,2,4,X,9.6,7.2,8.5,33,199
VOLKSWAGEN,VOLKSWAGEN GOLF GTI,COMPACT,2,4,X,9.7,7,8.5,33,198
VOLKSWAGEN,VOLKSWAGEN GOLF R,COMPACT,2,4,Z,10.4,7.9,9.3,30,216
VOLKSWAGEN,VOLKSWAGEN GOLF R,COMPACT,2,4,Z,10.9,7.7,9.4,30,220
VOLKSWAGEN,VOLKSWAGEN GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,X,10.6,8,9.4,30,220
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,X,9.3,6.9,8.2,34,192
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,X,9.6,6.8,8.3,34,194
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,X,10.6,8,9.4,30,220
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,1.4,4,X,8.5,6.2,7.4,38,175
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,1.4,4,X,8.3,5.9,7.2,39,168
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,1.8,4,X,9.4,6.8,8.2,34,193
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,2,4,X,9.8,7.4,8.7,32,205
VOLKSWAGEN,VOLKSWAGEN JETTA,COMPACT,2,4,X,10.2,7.2,8.9,32,208
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,1.8,4,X,10.1,7,8.7,32,204
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,3.6,6,X,11.9,8.5,10.4,27,242
VOLKSWAGEN,VOLKSWAGEN TIGUAN,SUV - SMALL,2,4,Z,11.7,9.6,10.7,26,256
VOLKSWAGEN,VOLKSWAGEN TIGUAN 4MOTION,SUV - SMALL,2,4,Z,12,10,11.1,25,263
VOLKSWAGEN,VOLKSWAGEN TOUAREG,SUV - STANDARD,3.6,6,X,13.8,10.4,12.2,23,287
VOLVO,VOLVO S60 T5,COMPACT,2,4,X,9.6,7,8.4,34,198
VOLVO,VOLVO S60 T5 AWD,COMPACT,2,4,X,10.7,7.8,9.4,30,219
VOLVO,VOLVO S60 INSCRIPTION T5,COMPACT,2,4,X,9.6,7,8.4,34,198
VOLVO,VOLVO S60 INSCRIPTION T5 AWD,COMPACT,2,4,X,10.7,7.8,9.4,30,219
VOLVO,VOLVO S60 T6 AWD,COMPACT,2,4,Z,10.9,7.7,9.5,30,221
VOLVO,VOLVO S60 POLESTAR,COMPACT,2,4,Z,11.8,8.5,10.3,27,241
VOLVO,VOLVO S60 CC T5 AWD,COMPACT,2,4,X,10.8,7.8,9.4,30,220
VOLVO,VOLVO S90 T5,MID-SIZE,2,4,Z,10.1,7,8.7,32,204
VOLVO,VOLVO S90 T6 AWD,MID-SIZE,2,4,Z,10.8,7.6,9.4,30,219
VOLVO,VOLVO V60 T5,STATION WAGON - SMALL,2,4,X,9.6,7,8.4,34,198
VOLVO,VOLVO V60 T5 AWD,STATION WAGON - SMALL,2,4,X,10.7,7.8,9.4,30,219
VOLVO,VOLVO V60 T6 AWD,STATION WAGON - SMALL,2,4,Z,10.9,7.7,9.5,30,221
VOLVO,VOLVO V60 POLESTAR,STATION WAGON - SMALL,2,4,Z,11.8,8.5,10.3,27,241
VOLVO,VOLVO V60 CC T5 AWD,STATION WAGON - SMALL,2,4,X,10.8,7.8,9.4,30,220
VOLVO,VOLVO V90 T5,STATION WAGON - MID-SIZE,2,4,Z,10.1,7,8.7,32,204
VOLVO,VOLVO V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,Z,10.8,7.6,9.4,30,219
VOLVO,VOLVO V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,Z,10.7,7.9,9.4,30,221
VOLVO,VOLVO XC60 T5,SUV - SMALL,2,4,X,10.4,7.8,9.2,31,216
VOLVO,VOLVO XC60 T5 AWD,SUV - SMALL,2,4,X,11.3,8.4,10,28,233
VOLVO,VOLVO XC60 T6 AWD,SUV - SMALL,2,4,Z,11.7,8.7,10.4,27,244
VOLVO,VOLVO XC90 T5,SUV - STANDARD,2,4,Z,10.6,9.1,10,28,232
VOLVO,VOLVO XC90 T5 AWD,SUV - STANDARD,2,4,Z,10.8,9.5,10.2,28,239
VOLVO,VOLVO XC90 T6 AWD,SUV - STANDARD,2,4,Z,11.5,9.6,10.6,27,249
ACURA,ACURA ILX,COMPACT,2.4,4,Z,9.4,6.8,8.2,34,192
ACURA,ACURA MDX SH-AWD,SUV - SMALL,3.5,6,Z,12.6,9,11,26,259
ACURA,ACURA MDX SH-AWD ELITE,SUV - SMALL,3.5,6,Z,12.2,9,10.7,26,251
ACURA,ACURA MDX HYBRID AWD,SUV - SMALL,3,6,Z,9.1,9,9,31,210
ACURA,ACURA NSX,TWO-SEATER,3.5,6,Z,11.1,10.8,11,26,261
ACURA,ACURA RDX AWD,SUV - SMALL,3.5,6,Z,12.4,8.7,10.7,26,250
ACURA,ACURA RLX HYBRID,MID-SIZE,3.5,6,Z,8.4,8.2,8.4,34,196
ACURA,ACURA TLX,COMPACT,2.4,4,Z,10,7.1,8.7,32,205
ACURA,ACURA TLX A-SPEC,COMPACT,2.4,4,Z,10.2,7.4,8.9,32,209
ACURA,ACURA TLX SH-AWD,COMPACT,3.5,6,Z,11.4,7.7,9.8,29,228
ACURA,ACURA TLX SH-AWD A-SPEC,COMPACT,3.5,6,Z,12,8.2,10.3,27,240
ALFA ROMEO,ALFA ROMEO 4C COUPE,TWO-SEATER,1.8,4,Z,9.7,6.9,8.4,34,197
ALFA ROMEO,ALFA ROMEO 4C SPIDER,TWO-SEATER,1.8,4,Z,9.7,6.9,8.4,34,197
ALFA ROMEO,ALFA ROMEO GIULIA,MID-SIZE,2,4,Z,10,7.2,8.7,32,205
ALFA ROMEO,ALFA ROMEO GIULIA AWD,MID-SIZE,2,4,Z,10.5,7.7,9.2,31,217
ALFA ROMEO,ALFA ROMEO GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,Z,13.8,9.6,11.9,24,280
ALFA ROMEO,ALFA ROMEO STELVIO AWD,SUV - SMALL,2,4,Z,10.8,8.3,9.6,29,226
ALFA ROMEO,ALFA ROMEO STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,Z,14.1,10.4,12.4,23,292
ASTON MARTIN,ASTON MARTIN DB11 V8,MINICOMPACT,4,8,Z,13,9.8,11.5,25,271
ASTON MARTIN,ASTON MARTIN DB11 V12,MINICOMPACT,5.2,12,Z,15.5,11.4,13.7,21,322
ASTON MARTIN,ASTON MARTIN RAPIDE S,SUBCOMPACT,6,12,Z,16.7,10.9,14.1,20,332
ASTON MARTIN,ASTON MARTIN VANQUISH,MINICOMPACT,6,12,Z,17.5,11.4,14.7,19,346
AUDI,AUDI A3,SUBCOMPACT,2,4,X,9.1,6.8,8,35,188
AUDI,AUDI A3 QUATTRO,SUBCOMPACT,2,4,X,9.7,7.5,8.7,32,205
AUDI,AUDI A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,X,10.8,8,9.5,30,223
AUDI,AUDI A4,COMPACT,2,4,Z,8.6,6.4,7.6,37,177
AUDI,AUDI A4 QUATTRO,COMPACT,2,4,Z,10,7,8.7,32,203
AUDI,AUDI A4 QUATTRO,COMPACT,2,4,Z,9.9,7.1,8.7,32,204
AUDI,AUDI A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,Z,10.5,7.9,9.3,30,217
AUDI,AUDI A5 QUATTRO,SUBCOMPACT,2,4,Z,10,7,8.7,32,203
AUDI,AUDI A5 QUATTRO,SUBCOMPACT,2,4,Z,9.9,7.1,8.7,32,204
AUDI,AUDI A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,Z,10,7,8.7,32,203
AUDI,AUDI A5 SPORTBACK QUATTRO,MID-SIZE,2,4,Z,10,7,8.7,32,203
AUDI,AUDI A6 QUATTRO,MID-SIZE,2,4,Z,10.6,7.5,9.2,31,216
AUDI,AUDI A6 QUATTRO,MID-SIZE,3,6,Z,11.5,8.2,10,28,235
AUDI,AUDI A7 QUATTRO,MID-SIZE,3,6,Z,11.5,8.2,10,28,235
AUDI,AUDI A8,FULL-SIZE,3,6,Z,12.6,8,10.5,27,247
AUDI,AUDI A8,FULL-SIZE,4,8,Z,15.1,9.1,12.4,23,290
AUDI,AUDI A8L,FULL-SIZE,4,8,Z,15.1,9.1,12.4,23,290
AUDI,AUDI Q3,COMPACT,2,4,Z,11.6,8.3,10.1,28,236
AUDI,AUDI Q3 QUATTRO,COMPACT,2,4,Z,11.9,8.4,10.3,27,240
AUDI,AUDI Q5,SUV - SMALL,2,4,Z,10.4,8.6,9.6,29,226
AUDI,AUDI Q7,SUV - STANDARD,2,4,Z,12.2,9.5,11,26,258
AUDI,AUDI Q7,SUV - STANDARD,3,6,Z,12.6,9.4,11.1,25,260
AUDI,AUDI R8,TWO-SEATER,5.2,10,Z,16,9.5,13.1,22,304
AUDI,AUDI R8 QUATTRO,TWO-SEATER,5.2,10,Z,17.1,11.3,14.5,19,338
AUDI,AUDI R8 SPYDER,TWO-SEATER,5.2,10,Z,17.1,11.3,14.5,19,338
AUDI,AUDI RS 3,SUBCOMPACT,2.5,5,Z,12.4,8.3,10.5,27,248
AUDI,AUDI RS 5,SUBCOMPACT,2.9,6,Z,12.9,8.9,11.1,25,260
AUDI,AUDI RS 7,MID-SIZE,4,8,Z,17,9.6,13.7,21,318
AUDI,AUDI S3,SUBCOMPACT,2,4,Z,10.6,8.3,9.6,29,223
AUDI,AUDI S4,COMPACT,3,6,Z,11.5,8,9.9,29,232
AUDI,AUDI S5,SUBCOMPACT,3,6,Z,11.5,8,9.9,29,232
AUDI,AUDI S5 CABRIOLET,SUBCOMPACT,3,6,Z,11.9,8.1,10.2,28,239
AUDI,AUDI S5 SPORTBACK,MID-SIZE,3,6,Z,11.5,8,9.9,29,232
AUDI,AUDI S6,MID-SIZE,4,8,Z,15,10,12.8,22,298
AUDI,AUDI S7,MID-SIZE,4,8,Z,15,10,12.8,22,298
AUDI,AUDI S8,MID-SIZE,4,8,Z,16.2,9.9,13.4,21,313
AUDI,AUDI SQ5,SUV - SMALL,3,6,Z,12.7,10,11.5,25,270
AUDI,AUDI TT COUPE QUATTRO,SUBCOMPACT,2,4,X,10.1,7.8,9.1,31,209
AUDI,AUDI TT ROADSTER QUATTRO,TWO-SEATER,2,4,X,10.1,7.8,9.1,31,209
AUDI,AUDI TT RS,SUBCOMPACT,2.5,5,Z,12.3,8.2,10.5,27,245
AUDI,AUDI TTS COUPE,SUBCOMPACT,2,4,Z,10.3,8.6,9.5,30,222
BENTLEY,BENTLEY BENTAYGA,SUV - STANDARD,6,12,Z,18.8,12.2,15.9,18,370
BENTLEY,BENTLEY CONTINENTAL GT CONVERTIBLE,COMPACT,6,12,Z,20.4,12,16.6,17,389
BENTLEY,BENTLEY CONTINENTAL SUPERSPORTS,COMPACT,6,12,Z,20.4,12,16.6,17,389
BENTLEY,BENTLEY FLYING SPUR,MID-SIZE,4,8,Z,18.8,10.7,15.1,19,353
BENTLEY,BENTLEY FLYING SPUR,MID-SIZE,6,12,Z,20.4,12,16.6,17,389
BENTLEY,BENTLEY MULSANNE,MID-SIZE,6.8,8,Z,20.9,13,17.3,16,405
BMW,BMW 230i COUPE,SUBCOMPACT,2,4,Z,9.8,6.8,8.4,34,197
BMW,BMW 230i COUPE,SUBCOMPACT,2,4,Z,11.1,7.3,9.4,30,219
BMW,BMW 230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 230i xDRIVE COUPE,SUBCOMPACT,2,4,Z,9.9,7.1,8.6,33,202
BMW,BMW 328d xDRIVE,COMPACT,2,4,D,7.8,5.9,7,40,184
BMW,BMW 328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,D,7.8,5.9,7,40,184
BMW,BMW 330i xDRIVE,COMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 340i,COMPACT,3,6,Z,9.2,6.2,7.8,36,183
BMW,BMW 340i,COMPACT,3,6,Z,12.1,8.1,10.3,27,240
BMW,BMW 340i xDRIVE,COMPACT,3,6,Z,11.1,7.5,9.5,30,223
BMW,BMW 340i xDRIVE,COMPACT,3,6,Z,12.2,8.4,10.5,27,245
BMW,BMW 340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,Z,11.8,7.9,10,28,235
BMW,BMW 430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,Z,10.7,7.3,9.1,31,214
BMW,BMW 430i xDRIVE COUPE,COMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 430i xDRIVE GRAN COUPE,COMPACT,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 440i COUPE,COMPACT,3,6,Z,9.2,6.2,7.8,36,183
BMW,BMW 440i COUPE,COMPACT,3,6,Z,12.1,8.1,10.3,27,240
BMW,BMW 440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,Z,11.8,7.9,10,28,235
BMW,BMW 440i xDRIVE COUPE,COMPACT,3,6,Z,11.1,7.5,9.5,30,223
BMW,BMW 440i xDRIVE COUPE,COMPACT,3,6,Z,12.2,8.4,10.5,27,245
BMW,BMW 440i xDRIVE GRAN COUPE,COMPACT,3,6,Z,11.1,7.5,9.5,30,223
BMW,BMW 530i xDRIVE,MID-SIZE,2,4,Z,10.2,7.2,8.9,32,208
BMW,BMW 540i xDRIVE,MID-SIZE,3,6,Z,11.6,8.1,10,28,236
BMW,BMW 640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,Z,12.3,8.4,10.5,27,248
BMW,BMW 640i xDRIVE GRAN COUPE,COMPACT,3,6,Z,12.3,8.4,10.5,27,248
BMW,BMW 640i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,Z,11.9,8.4,10.3,27,241
BMW,BMW 650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,BMW 650i xDRIVE COUPE,SUBCOMPACT,4.4,8,Z,14,10,12.2,23,286
BMW,BMW 650i xDRIVE GRAN COUPE,COMPACT,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,BMW 750i xDRIVE,FULL-SIZE,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,BMW 750i xDRIVE SWB,FULL-SIZE,4.4,8,Z,14.3,9.4,12.1,23,283
BMW,BMW ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,Z,14.7,9.6,12.4,23,292
BMW,BMW M2,SUBCOMPACT,3,6,Z,11.8,8.9,10.5,27,245
BMW,BMW M2,SUBCOMPACT,3,6,Z,13.1,9.2,11.4,25,267
BMW,BMW M240i CABRIOLET,SUBCOMPACT,3,6,Z,10.9,7.7,9.5,30,222
BMW,BMW M240i CABRIOLET,SUBCOMPACT,3,6,Z,12.7,8.7,10.9,26,255
BMW,BMW M240i COUPE,SUBCOMPACT,3,6,Z,10.9,7.7,9.5,30,222
BMW,BMW M240i COUPE,SUBCOMPACT,3,6,Z,12.5,8.4,10.7,26,249
BMW,BMW M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,BMW M240i xDRIVE COUPE,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,BMW M3,COMPACT,3,6,Z,13.5,9.9,11.9,24,280
BMW,BMW M3,COMPACT,3,6,Z,13.5,9.3,11.6,24,273
BMW,BMW M4 CABRIOLET,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,BMW M4 CABRIOLET,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,BMW M4 COUPE,COMPACT,3,6,Z,13.5,9.9,11.9,24,280
BMW,BMW M4 COUPE,COMPACT,3,6,Z,13.5,9.3,11.6,24,273
BMW,BMW M550i xDRIVE,MID-SIZE,4.4,8,Z,14.3,9.4,12.1,23,283
BMW,BMW M6 CABRIOLET,SUBCOMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,BMW M6 CABRIOLET,SUBCOMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,BMW M6 COUPE,SUBCOMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,BMW M6 COUPE,SUBCOMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,BMW M6 GRAN COUPE,COMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,BMW M6 GRAN COUPE,COMPACT,4.4,8,Z,16.2,10.9,13.8,20,324
BMW,BMW M760i xDRIVE,FULL-SIZE,6.6,12,Z,17.7,11.9,15.1,19,355
BMW,BMW X1 xDRIVE28i,SUV - SMALL,2,4,Z,10.7,7.5,9.3,30,217
BMW,BMW X2 xDRIVE28i,SUV - SMALL,2,4,Z,11,7.7,9.5,30,222
